StructureID,StructureName,Longitude,Latitude
LUN237,Cooks Brook Bridge,-64.552467,44.412139
LUN238,Dauphine Road    #1 Bridge,-64.526273,44.421886
LUN243,Route 325 O/P Bridge on 103,-64.544886,44.371177
LUN244,Hebbs Brook Bridge,-64.544069,44.352009
LUN245,St. Phillips Street U/P Bridge on 103,-64.547611,44.382851
LUN246,King Street U/P  Bridge 103,-64.536077,44.392876
LUN247,Lahave River Bridge,-64.53425,44.39382
LUN248,"Trunk #10 O/Pon103 (Exit # 12), Trunk #10",-64.531958,44.395005
LUN253,Mossman Road   #1 Bridge,-64.567374,44.457272
LUN254,Mossman Road   #2 Bridge,-64.57498,44.447206
LUN255,Veinot Road # 2  Bridge,-64.652362,44.498952
LUN257,Darrs Marsh Brook Bridge,-64.588441,44.447329
LUN258,Rhodenizer Brook Multiplate Bridge,-64.593015,44.453169
LUN259,Zwicker Brook Bridge,-64.62288,44.443215
LUN261,Hirtles Falls Bridge,-64.640311,44.426897
LUN264,Demone's Run Bridge,-64.760089,44.462596
LUN265,Colpton Bridge,-64.844818,44.454455
LUN266,Ash Brook Bridge,-64.811832,44.460154
LUN268,Nineveh #2 Bridge,-64.805095,44.492969
LUN270,Stanley Section Bridge,-64.732122,44.512663
LUN271,Ohio Road Bridge,-64.772651,44.5292
LUN272,Zinck Road Bridge,-64.806385,44.512676
LUN274,Caribou Brook Bridge,-64.533434,44.509886
LUN276,King Brook Bridge,-64.781156,44.496675
LUN277,Smith Brook Bridge,-64.784777,44.494853
LUN279,Brook Bridge,-64.675713,44.521465
LUN280,Patten Brook Bridge,-64.642628,44.528697
LUN284,Haines Road Bridge,-64.65655,44.594316
LUN285,Barss Corner Road Bridge,-64.701496,44.553781
LUN286,Varner Brook Bridge,-64.769359,44.557265
LUN289,Vaughn's River Bridge,-64.31899,44.518478
LUN290,"Mill Lake Road, Hwy 103 Eastbound Overpass",-64.080196,44.635356
LUN292,East Middle River Bridge,-64.277108,44.585699
LUN295,Simms Settlement Bridge,-64.098802,44.619226
LUN296,Mason Brook Bridge,-64.811803,44.622873
LUN298,Feeners Corner Road #1 Bridge,-64.592089,44.467277
LUN299,Upper South Cove Brook Bridge,-64.346207,44.373504
LUN300,Back Centre Road #1 Bridge,-64.364361,44.372922
LUN301,Danesville #2 Bridge,-64.60167,44.207836
LUN304,Sefferns Lake Bridge,-64.500783,44.812068
LUN305,Hunts Lake Brook Bridge,-64.498716,44.808212
LUN306,Martin's Brook Bridge,-64.348593,44.411803
LUN308,Mines Road #2 Bridge,-64.62119,44.320494
LUN309,Island Lake Bridge,-64.567461,44.239186
LUN310,Young Road Bridge,-64.626915,44.443126
LUN311,Martin's Brook #2 Bridge,-64.371283,44.411668
LUN312,Juniper Brook #2 Bridge,-64.452639,44.338061
LUN316,Manning Brook   #2 Bridge,-64.731765,44.532051
LUN317,Sheridan Brook Bridge,-64.738973,44.529479
LUN319,Beach Road Bridge,-64.481353,44.181153
LUN321,Fauxburg Road Bridge,-64.406746,44.414739
LUN322,Nineveh #3 Bridge,-64.799161,44.498449
LUN323,Smith Brook #2 Bridge,-64.798927,44.500494
LUN328,Lake Lawson Bridge,-64.446258,44.726136
LUN330,Old Italy Road Bridge,-64.477703,44.248742
LUN331,Croft Road Bridge,-64.622904,44.268753
LUN333,Voglers Brook Bridge,-64.529862,44.162711
LUN340,Lower LaHave Bridge,-64.329196,44.27669
LUN342,Harris Lake Brook # 2,-64.481484,44.787003
LUN343,Mersey Road Multiplate Bridge,-64.136019,44.609026
LUN344,Maple Lake Brook Bridge,-64.064317,44.629083
LUN345,Cross Brook Bridge,-64.422699,44.770341
LUN346,Rocky Brook Bridge,-64.381008,44.787295
LUN352,Wentzell Road Bridge,-64.456414,44.238845
LUN353,New Cumberland Road Bridge,-64.476309,44.324082
LUN354,Bell Island Bridge,-64.370755,44.233583
LUN356,Smith Road Bridge,-64.574106,44.45888
LUN364,Morgan Falls Bridge,-64.716057,44.538513
LUN365,Oickle Brook Bridge,-64.734523,44.415785
LUN366,Harley Lake Mill Brook Bridge,-64.694435,44.399725
LUN367,Fire Brook Bridge,-64.673185,44.395326
LUN368,Waterloo Road  Bridge,-64.681066,44.333205
LUN371,Red Brook Bridge,-64.365787,44.268946
LUN373,Moyle Mader Road Bridge,-64.450837,44.446042
LUN374,The Mile Brook Bridge,-64.107066,44.618892
LUN375,Heckman Brook Bridge,-64.550518,44.40368
LUN378,Joudrey Brook Multiplate Bridge,-64.576245,44.438961
LUN381,Ansell Brook Bridge,-64.358223,44.47689
LUN382,Island Lake Brook Bridge,-64.58399,44.221244
LUN383,Hebb Lake Culvert Bridge,-64.545235,44.347982
LUN384,Feener Brook Culvert Bridge,-64.466847,44.42125
LUN385,Ten Mile Brook Bridge,-64.108348,44.619836
LUN400,Blysteiner Lake Outfall Bridge,-64.484925,44.402422
LUN401,Sarah's Bridge,-64.050467,44.523608
LUN402,Mill Race Bridge,-64.242882,44.546346
LUN404,Stage Pond Bridge,-64.43673,44.215613
LUN405,Brandy Brook Bridge,-64.550979,44.272453
LUN408,Margaret Bridge,-64.367554,44.414567
LUN409,Courtney's Bridge,-64.529342,44.508281
LUN414,Two Brothers Bridge,-64.250185,44.586422
LUN416,Stonehurst Foot Bridge,-64.212197,44.363535
LUN420,Rebekah's  Bridge,-64.492214,44.438315
LUN421,Oberon's Bridge,-64.410291,44.337019
LUN422,Whynot Road Bridge,-64.617368,44.443658
LUN431,Smoker's Pipes,-64.619492,44.513097
LUN433,M & M  Bridge,-64.062938,44.588166
LUN434,David Collicutt Bridge,-64.245432,44.671888
LUN437,Trafalgar Bridge,-64.649729,44.617633
LUN441,Fish Plant Culvert,-64.117682,44.504179
LUN442,Karen's Bridge,-64.673861,44.397659
LUN443,Billy Culvert,-64.205673,44.588726
LUN444,Brent Culvert,-64.469248,44.326169
LUN445,Old Farm Bridge,-64.663492,44.451789
LUN448,William and Eliabeth Bridge,-64.385281,44.396198
LUN449,Jason's Bridge,-64.24522,44.750597
LUN455,Chester Basin OHS,-64.290518,44.585563
PIC001,ALMA (HORNES),-62.752281,45.579174
PIC002,BARNEYS RIVER,-62.228744,45.585855
PIC003,BEAR BROOK,-62.712404,45.582487
PIC004,CALEDONIA,-62.875944,45.547006
PIC005,CAMERON,-62.303833,45.582464
PIC006,HORNE,-62.739048,45.575538
PIC007,MACDONALD,-62.278589,45.585275
PIC008,MCPHEE,-62.466409,45.570306
PIC009,GEORGE ST,-62.646253,45.589595
PIC010,SUTHERLAND RIVER,-62.500555,45.588668
PIC011,WEST RIVER,-62.839823,45.577154
PIC012,UPPER FRENCH RIVER,-62.42779,45.573173
PIC013,WAGNER,-62.358875,45.575971
PIC015,CARIBOU RIVER,-62.816046,45.746942
PIC016,SEAFOAM,-62.984421,45.784773
PIC017,HALIBURTON,-62.742569,45.67755
PIC018,WALKERS,-62.806719,45.738516
PIC019,LOCH BROOM,-62.792933,45.639123
PIC023,SEAL CREEK,-63.139486,45.750435
PIC024,TONY RIVER,-62.891426,45.770192
PIC025,ALBION MINES,-62.649761,45.562999
PIC027,AVONDALE,-62.302525,45.636463
PIC029,BALFOUR,-62.795266,45.480515
PIC030,BARNEY'S RIVER STATION,-62.266504,45.602273
PIC032,BIG BROOK,-62.693855,45.427346
PIC033,BIG GUT,-62.651915,45.635753
PIC034,BLACK BROOK ST MARY,-62.177763,45.422622
PIC035,BLACK BROOK,-62.17477,45.393313
PIC036,BLACK BROOK,-62.978839,45.666871
PIC037,EAST BRANCH RIVER JOHN,-63.025256,45.661185
PIC039,BRIDGEVILLE,-62.608723,45.432514
PIC040,BRUCES,-62.282106,45.614352
PIC042,CAMPBELLS BROOK,-62.222517,45.395774
PIC043,CAMERON SINCLAIR,-62.609819,45.430568
PIC044,COLLIES,-62.780197,45.497189
PIC045,CONCORD,-62.782497,45.449125
PIC046,CRAIGIES,-62.408667,45.591792
PIC047,BALFOUR (ELMER),-62.801556,45.477246
PIC048,DD DONALD,-62.269122,45.666089
PIC050,CNR O/P AVONDALE,-62.301002,45.630176
PIC051,DUN'S,-62.289636,45.537238
PIC052,DURHAM,-62.811032,45.616837
PIC053,ELGIN,-62.671163,45.423119
PIC054,EUREKA MILLS,-62.681862,45.498302
PIC055,FERRONA,-62.676581,45.503626
PIC056,FOOTE'S,-62.385451,45.64771
PIC057,FORBES MILLS,-62.426986,45.608509
PIC059,FRASER (SCOTT),-62.604674,45.546007
PIC061,GARDEN OF EDEN (EAST),-62.301961,45.425596
PIC062,GARY'S MILL,-62.695504,45.481248
PIC063,GUNN'S,-62.167907,45.386813
PIC064,GUSSET,-62.269001,45.692959
PIC065,GUESSET'S ROAD,-62.271844,45.66258
PIC067,MUNROE,-62.914073,45.471853
PIC071,KENNEDY,-62.467704,45.53456
PIC072,KERR'S,-62.774295,45.508058
PIC076,LOGANVILLE,-63.038398,45.61498
PIC080,MACKAY BROOK,-62.955239,45.651138
PIC081,Millbrook,-62.24176,45.715698
PIC082,MILLBROOK SCHOOL,-62.823981,45.50499
PIC083,MILLERS FORD,-62.869418,45.545618
PIC085,MOORE'S FORD,-63.04505,45.663058
PIC086,MOOSE RIVER,-62.316445,45.432971
PIC087,MORRISON,-62.879284,45.557634
PIC088,MURRAY (JIM),-63.076059,45.667546
PIC089,MCDONALD BROOK,-62.541758,45.404632
PIC090,Norman's Brook Culvert,-62.390698,45.40274
PIC091,MCDONALD GUT,-62.458718,45.617459
PIC092,MCDONALD JN,-62.608892,45.425577
PIC093,MACINTOSH ROAD,-63.062106,45.64965
PIC094,EAST RIVER RD U/P ON 104  (WB),-62.645906,45.565131
PIC095,MCLEODS,-62.755741,45.53035
PIC097,ANGUS MCPHERSON,-62.357577,45.403486
PIC098,DAN MACPHERSON,-62.606734,45.530294
PIC100,PARKS MILL,-62.51449,45.553873
PIC101,PIG GUT,-62.727989,45.640653
PIC103,PRYOR MCDONALD,-62.518149,45.5515
PIC105,ROCKLIN #616,-62.697907,45.453815
PIC106,JAMES ROSS,-62.51444,45.576715
PIC107,SINCLAIR,-62.894007,45.450616
PIC108,SIX MILE BROOK,-62.881253,45.564269
PIC109,SPRINGVILLE,-62.630345,45.452522
PIC111,STALKERS,-62.308783,45.569456
PIC112,ST COLOMBO CHURCH,-62.689536,45.461164
PIC113,STELLERTON CHURCH,-62.65986,45.550995
PIC114,STELLERTON INTERVALE,-62.654449,45.562701
PIC115,ST PAUL'S,-62.575888,45.417926
PIC116,SUNNY BRAE,-62.503894,45.401827
PIC118,TONY MILLS,-62.908931,45.753608
PIC119,BARNEY'S,-62.248528,45.683818
PIC121,WATERVALE,-62.915145,45.48534
PIC122,WEIR'S,-62.74841,45.732437
PIC123,WELSFORD,-63.05158,45.728
PIC124,WEST BRANCH RIVER JOHN,-63.039514,45.640244
PIC125,GORDON,-62.953849,45.631738
PIC126,MACINTOSH'S,-62.972008,45.621823
PIC127,LOWER FRENCH RIVER,-62.433382,45.629529
PIC128,PICTOU CONNECTOR U/P ON 106  (WB),-62.708662,45.582675
PIC129,MT WILLIAM RD U/P ON 106,-62.705525,45.593303
PIC130,BEGG Brook RR OP on 106,-62.725682,45.636163
PIC131,BEGG BROOK HIGHWAY O/P,-62.727262,45.639173
PIC132,PICTOU CAUSEWAY SLUICE,-62.722921,45.655515
PIC133,HALIBURTON R/R U/P ON 106,-62.728858,45.670153
PIC134,HALIBURTON RD O/P ON 106,-62.730222,45.675263
PIC135,CENTRAL CARIBOU RD O/P ON 106,-62.716141,45.706691
PIC136,SHORE RD O/P  ON 106,-62.691758,45.731126
PIC137,MT WILLIAM RD O/P ON 104,-62.695398,45.581342
PIC138,MUNROE AVE U/P ON 104   (WB),-62.68309,45.580321
PIC139,WESTVILLE RD U/P ON 104  (WB),-62.670122,45.577232
PIC140,FOORD ST O/P ON 104  (WB),-62.65919,45.571059
PIC141,NEW GLASGOW R/R U/P ON 104  (WB),-62.655765,45.569505
PIC142,EAST RIVER BRIDGE ON 104 (WB),-62.652756,45.568133
PIC143,MCLELLAN BROOK,-62.644682,45.566692
PIC144,THORBURN RD U/P ON 104,-62.605182,45.571288
PIC145,PINE TREE U/P ON 104,-62.552802,45.589681
PIC146,Lamont Rd. Overpass Bridge,-62.4651,45.582006
PIC147,French River Tk.4 Overpass Bridge,-62.423928,45.576669
PIC148,UPPER FRENCH RIVER,-62.429674,45.573166
PIC149,FIRST MERIGOMISH EAST,-62.406873,45.642288
PIC150,EDGERTON R/R U/P ON 245,-62.478176,45.607131
PIC151,HAGGARD,-62.344232,45.541166
PIC153,MACDONALD HILL,-62.803814,45.565882
PIC154,TANNER HILL RD,-62.834862,45.551144
PIC155,GRAHAM BROOK,-62.865028,45.545514
PIC156,WEST RIVER RD O/P ON 104,-62.892178,45.535364
PIC157,MACKENZIE,-62.775657,45.559253
PIC158,HAMILTON RD,-62.734678,45.566812
PIC159,AUBURN CEMETERY,-62.734079,45.562235
PIC160,WALLACE RD,-62.729755,45.547257
PIC161,BEAR BROOK,-62.695643,45.569827
PIC162,JIMMY REDDICK,-62.755096,45.52349
PIC163,STEWARTS @ PLYMOUTH,-62.65364,45.547194
PIC164,CHURCHVILLE,-62.643476,45.512502
PIC165,BROOK RD,-62.630794,45.518306
PIC166,SEARS,-62.611085,45.522414
PIC167,WILLARD FRASER,-62.605674,45.51929
PIC168,REESE RD,-62.51936,45.563195
PIC170,WILFRED MACDONALD,-62.564713,45.549888
PIC171,CLIFTONS,-62.530954,45.542963
PIC172,Fall Brook,-62.516926,45.537525
PIC173,ANDY HOLMES,-62.50321,45.52955
PIC174,PINETREE,-62.550409,45.599438
PIC175,WOODBURN,-62.520981,45.62428
PIC176,POWELL ROAD,-62.563028,45.639688
PIC177,CAUSEWAY,-62.64456,45.623554
PIC178,EAST RIVER CROSSING,-62.6506,45.623583
PIC179,FELTMATE,-62.735271,45.722546
PIC180,FOURMILE BROOK #1,-62.837279,45.591464
PIC181,CREIGHTON,-62.884801,45.535566
PIC183,FOURMILE BROOK #2,-62.877433,45.602363
PIC184,GUNN'S CEMETERY,-62.900266,45.586651
PIC185,SIXMILE BROOK,-62.903855,45.587726
PIC186,DALHOUSIE MTN BROOK,-62.919613,45.561801
PIC187,KNEEN,-62.930361,45.558958
PIC188,STEELE RUN,-63.002651,45.522301
PIC189,PORTER  ROAD,-62.911158,45.614139
PIC191,MURRAY,-62.91135,45.672313
PIC192,MACBAIN,-62.941512,45.698733
PIC193,DUFFERIN,-62.860738,45.706528
PIC194,SUNRIDGE,-62.867373,45.714321
PIC195,COTTER,-62.889911,45.715129
PIC196,MACKAY,-62.952504,45.745322
PIC197,TONEY RIVER,-62.902989,45.755473
PIC198,WATERSIDE,-62.773424,45.750363
PIC199,SHERIFF BROOK,-62.791312,45.724573
PIC200,BATTIST,-62.842855,45.726184
PIC201,GEORGE FALCONER,-62.839824,45.729833
PIC202,PROTECTION RD,-62.870347,45.729907
PIC203,JAMES SUTHERLAND,-62.842693,45.738198
PIC204,HALIBURTON BROOK,-62.785059,45.701744
PIC205,DIAMOND BROOK,-63.000661,45.619704
PIC206,G SUTHERLAND,-63.022087,45.658575
PIC207,COLLEGE GRANT,-63.089945,45.665287
PIC208,MUNROE,-63.120007,45.699035
PIC209,JOUDREY,-63.108177,45.718416
PIC210,BROOK SETTLEMENT,-63.092489,45.723411
PIC211,Joudrey Arch,-63.144517,45.748523
PIC212,RIVER JOHN,-63.05786,45.751629
PIC213,Broadway Tk4. Overpass Bridge,-62.364331,45.575903
PIC214,MIDDLE BROOK,-62.271594,45.591072
PIC215,BEAR BROOK RD,-62.256803,45.595149
PIC216,BARNEY'S RIVER STA 181+28,-62.241462,45.59003
PIC217,JOHN MUNROE RD,-62.208793,45.587988
PIC218,Barney's River West Side Rd. Overpass Bridge,-62.30618,45.587243
PIC219,LOWER BARNEY'S RIVER #2,-62.349118,45.664813
PIC220,LINUS CAMERON RD,-62.270743,45.592589
PIC221,MOOSE RIVER,-62.321448,45.439595
PIC222,EDEN BARRENS,-62.258018,45.393358
PIC223,WILLOWDALE LOOP,-62.199452,45.390806
PIC224,GREEN BROOK CEMETERY,-62.206308,45.423367
PIC225,BLACK BROOK LAKE,-62.168686,45.440569
PIC226,BETT'S,-62.354901,45.477801
PIC227,MOOSE RIVER CROSSING,-62.357271,45.481463
PIC228,THOMPSON BROOK,-62.448529,45.402967
PIC229,NORTH BLOOMFIELD,-62.453766,45.506073
PIC230,BLANCHARD BROOK,-62.503983,45.402376
PIC231,BLANCHARD RD,-62.477514,45.472415
PIC232,GLENCOE SCHOOL,-62.552406,45.415086
PIC233,SAM CAMERON BROOK,-62.568852,45.420226
PIC234,LIME BROOK,-62.623428,45.454355
PIC235,NELSON RIVER,-62.664108,45.298504
PIC236,MILLSTREAM BROOK,-62.646655,45.458497
PIC237,GRANT LAKE,-62.650726,45.448735
PIC238,MAPLE BROOK,-62.667895,45.420343
PIC239,MACQUARRIE,-62.710113,45.425537
PIC240,CARR,-62.738828,45.414113
PIC241,RUSSELL LAKE,-62.811693,45.377478
PIC242,GLENGARRY STATION,-62.761508,45.419107
PIC243,CAMERON BROOK,-62.692301,45.458048
PIC244,HOPEWELL CNR O/P ON A604,-62.696801,45.482421
PIC246,BELL'S,-62.777625,45.430397
PIC247,MACLEOD RD,-62.8099,45.430634
PIC248,MATHESON'S,-62.82612,45.427595
PIC249,ST ANDREWS CHURCH,-62.816077,45.481525
PIC250,TOM LEE'S,-62.778633,45.489112
PIC251,CECIL WARD'S,-62.889572,45.446658
PIC252,WEST RIVER STA SCHOOL,-62.903664,45.450047
PIC253,WEST RIVER STATION,-62.909132,45.447283
PIC256,DEWAR'S MILL RD,-62.278391,45.612701
PIC257,EAST FRENCH RIVER,-62.361544,45.576985
PIC258,WEST BARNEY'S RIVER,-62.303145,45.5873
PIC259,FRENCH RIVER,-62.428195,45.57747
PIC260,PLAINFIELD,-62.916266,45.660099
PIC261,GREENVALE ROAD,-62.497663,45.532946
PIC262,BATES,-62.97611,45.656841
PIC263,BLACK RIVER SCHOOL,-62.975128,45.654632
PIC264,MATHESON,-62.974118,45.652416
PIC265,MEADOWVILLE,-62.914216,45.699479
PIC266,BUCHANNAN,-62.90549,45.736083
PIC267,MEIKLEFIELD,-62.438365,45.53496
PIC268,MEADOW SPRINGS,-62.361923,45.489481
PIC269,HARPERS,-62.590837,45.504009
PIC271,BROOKVILLE RD #1,-62.586851,45.500478
PIC272,BROOKVILLE ROAD #2,-62.611261,45.519623
PIC274,SOUTH LOGANVILLE,-63.015346,45.566291
PIC275,GAIRLOCH LAKE,-62.829562,45.480608
PIC276,NEW GARLOCH,-62.823604,45.47907
PIC277,EIGHT MILE BROOK,-62.92095,45.545344
PIC278,HALLAM,-62.851023,45.525866
PIC279,CAMERON RD,-62.857901,45.503738
PIC280,ALMA,-62.760373,45.578634
PIC281,ST ANDREW'S CEMETERY RD,-62.4616,45.619998
PIC283,NORTH BEAR BROOK,-62.695586,45.572554
PIC284,MACLEOD'S,-62.29969,45.597528
PIC289,DOWNIE,-62.88616,45.44392
PIC290,WEST BRANCH SCHOOL,-63.047596,45.638584
PIC291,DEAN CHAPTER,-63.125586,45.716571
PIC292,ROBERT MACLEAN,-62.81933,45.463706
PIC293,MACKAY'S BROOK,-62.158586,45.388755
PIC294,STILLMAN RD,-62.901508,45.587508
PIC299,COALBURN,-62.594288,45.567136
PIC300,REEVES,-62.592209,45.552422
PIC301,WHYLE,-62.625057,45.568255
PIC302,BOYTER,-62.237182,45.590085
PIC303,STRATHGLASS,-62.192806,45.593764
PIC304,LYNCH,-62.367539,45.579451
PIC305,MILLS,-62.526034,45.523815
PIC306,MCKINNON LAKE,-62.512686,45.399703
PIC308,DAYDEN,-62.804053,45.382965
PIC309,CROSSROADS,-62.776225,45.437683
PIC310,LOWER PLYMOUTH,-62.649683,45.553398
PIC312,EDEN LAKE #2,-62.29973,45.424591
PIC313,DOUGLAS,-62.762022,45.588757
PIC314,SYLVESTER,-62.763475,45.59351
PIC315,WEST RIVER,-62.905694,45.464301
PIC316,BROOKLAND PLANT,-62.92293,45.561886
PIC317,HALIBURTON BROOK #2,-62.758989,45.698008
PIC318,COVE ROAD,-62.967493,45.498918
PIC319,CRAIG ROAD,-62.906678,45.466201
PIC320,HODSON BROOK,-62.958499,45.740656
PIC321,MACLELLANS,-62.613082,45.56875
PIC322,ST. MARY'S RIVER BRIDGE,-62.223063,45.395537
PIC323,THORBURN ROAD BRIDGE,-62.515886,45.576538
PIC324,MCPHERSON MILL # 2,-62.514388,45.542883
PIC325,FRENCH RIVER RD BRIDGE,-62.391382,45.517564
PIC327,WESTVILLE RD U/P ON  104   (EB),-62.670875,45.577303
PIC328,MUNROE AVE U/P ON 104 (EB),-62.683165,45.580029
PIC329,PICTOU CONNECTOR U/P ON 104 (EB),-62.708809,45.582475
PIC330,FOORD ST O/P ON 104 (EB),-62.659297,45.570754
PIC331,NEW GLASGOW RR U/P ON 104 (EB),-62.655726,45.569175
PIC332,EAST RIVER BRIDGE ON 104 (EB),-62.652851,45.567898
PIC333,EAST RIVER RD U/P ON 104 (EB),-62.646106,45.564888
PIC334,EAST SIDE ROAD,-62.873667,45.541777
PIC335,LIMEROCK BRIDGE,-62.850311,45.542412
PIC336,PLEASANT VALLEY BRIDGE (WB),-62.779326,45.563608
PIC337,PLEASANT VALLEY ROAD (EB),-62.779113,45.563368
PIC338,SWEET BROOK CULVERT,-62.828681,45.544306
PIC339,GRAHAM BROOK CULVERT,-62.866726,45.541898
PIC340,SALTSPRINGS CONNECTOR,-62.881517,45.540723
PIC341,WEST RIVER BRIDGE (WB),-62.877447,45.541664
PIC342,WEST RIVER BRIDGE (EB),-62.877423,45.541348
PIC343,MIDDLE RIVER BRIDGE (WB),-62.740366,45.572842
PIC344,MIDDLE RIVER BRIDGE (EB),-62.73997,45.572684
PIC345,HAMILTON ROAD O/P (EB),-62.737555,45.57366
PIC346,HAMILTON ROAD O/P (WB),-62.737572,45.573972
PIC347,HUGH BROOK,-62.78993,45.533645
PIC348,ACADIA AVENUE BRIDGE,-62.685076,45.554101
PIC349,COWAN STREET INTERCHANGE,-62.728495,45.577554
PIC350,Sutherlands River Culvert,-62.495494,45.586298
PIC351,LOCKE WOOLEY,-62.946109,45.65396
PIC352,COVE ROAD CULVERT,-62.966516,45.510411
PIC353,ABERCROMBIE CULVERT,-62.724548,45.639979
PIC354,OLD ALMA ROAD,-62.75591,45.56939
PIC356,Sheep Herders Junction culvert,-62.836985,45.370391
PIC358,Fraser,-62.801628,45.622323
PIC360,MacLain's Rd,-62.559323,45.553302
PIC361,Shotgun,-63.038304,45.590838
PIC374,Sutherlands River,-62.500393,45.588905
PIC375,Route 245 O/P,-62.500411,45.589033
PIC376,Pine Tree Overpass EB,-62.552909,45.589351
PIC377,Exit 27 Interchange U/P,-62.515915,45.592499
PIC378,Lismore Culvert,-62.27382,45.699268000000004
PIC379,Route 347 EB,-62.604872,45.571101
PIC380,Gairloch Brook,-62.857888,45.482147
PIC381,Peter Sutherland,-63.000298,45.61312
PIC383,Watervale Brook Bridge,-62.912776,45.48747
PIC384,West River Station Bridge,-62.918776,45.482652
PIC385,Brown Brook Culvert,-62.757853,45.569148
PIC386,John Stewart,-62.823163,45.650018
PIC387,Plymouth Culvert,-62.651418,45.549792
PIC388,Haliburton Cemetary,-62.734525,45.687094
PIC389,Broadway,-62.426354,45.573486
PIC390,Merigomish,-62.420037,45.63501
PIC391,Plymouth Park Culvert,-62.653038,45.546593
PIC392,Pictou Landing Culvert,-62.639936,45.670197
PIC393,Bain Brook Bridge,-63.111223,45.692712
QUE002,Broad River Bridge,-64.832916,43.955484
QUE005,Mill Village Bridge,-64.648714,44.145547
QUE006,Mitchell Brook Bridge,-64.954451,43.876472
QUE007,Five Rivers Bridge,-64.75016,43.970436
QUE008,Cameron River Bridge,-64.954238,44.333819
QUE009,Black River Bridge,-64.987121,44.406677
QUE010,Bangs Falls Bridge,-64.833727,44.246047
QUE011,Brookfield Bridge,-64.972902,44.372866
QUE012,Brookfield South Bridge,-64.971486,44.374354
QUE013,Carrigan Brook Bridge,-65.060681,44.300692
QUE014,Charleston Bridge,-64.659581,44.173965
QUE015,Five Rivers #2 Bridge,-64.782679,43.986845
QUE016,Greenfield Bridge,-64.841873,44.271068
QUE017,Martins Bridge,-64.975243,44.326372
QUE018,MIll Brook Bridge,-65.022811,44.392363
QUE019,Milton Bridge,-64.753456,44.060277
QUE020,Murley Bridge,-64.879352,44.4445
QUE021,Old Kettle Bridge,-64.619953,44.138476
QUE022,Old Westfield Road Bridge,-65.055106,44.4133
QUE023,Petersons Falls Bridge,-65.021999,44.395595
QUE024,Pleasant River Bridge,-64.882797,44.438731
QUE025,Pond Bridge,-64.650211,44.146724
QUE026,Potanoc Bridge,-64.764924,44.069741
QUE027,Powells Bridge,-65.090557,44.352529
QUE028,Rosette Bridge,-64.992342,44.425141
QUE029,Rhyno Bridge,-64.675168,44.181211
QUE031,Wildcat Bridge,-64.918543,44.349854
QUE033,Lime Stone Bridge,-64.654545,44.172194
QUE034,Medway River Bridge,-64.665507,44.178384
QUE036,Wentworth Brook Bridge,-64.717582,44.19962
QUE037,Dean Brook Bridge,-64.784107,44.227285
QUE038,Buggy Hole Brook Bridge,-64.803702,44.236493
QUE039,Twelve Mile Brook Bridge,-64.857778,44.21537
QUE041,Fifteen Mile Brook Bridge,-64.846611,44.250721
QUE043,Kedron Brook Bridge,-64.822193,44.295569
QUE044,Labelle Brook Bridge,-64.834112,44.311851
QUE046,Deep Brook Bridge,-64.873435,44.433915
QUE047,Stream Bridge,-64.866228,44.4448
QUE050,Halfway Brook Bridge,-64.948622,44.468017
QUE051,Stream @ Brookfield Bridge,-64.972491,44.373309
QUE052,Shingle Mill Brook Bridge,-64.892394,44.437254
QUE054,Beaver Brook Bridge,-64.93726,44.369157
QUE055,Sawmill Bridge,-64.968027,44.366492
QUE057,Eighteen Mile Brook Bridge,-64.917458,44.272127
QUE059,Pulp Mill Bridge,-64.910004,44.123455
QUE060,Pulp Mill Road Bridge,-64.965127,44.161404
QUE062,Whiteburne Brook Bridge,-65.063026,44.343877
QUE063,Lakeview Bridge,-65.041256,44.38197
QUE064,Harmony Road Bridge,-65.060789,44.391913
QUE065,Meaghers Bridge,-65.074633,44.403724
QUE067,Joe Tom Brook Bridge,-65.074275,44.405898
QUE068,Westfield Bridge,-65.007099,44.40947
QUE069,Mount Merritt Brook Bridge,-65.088436,44.429744
QUE071,Minard Brook Bridge,-65.155762,44.413872
QUE073,Louis Lake Brook #1 Bridge,-64.916814,43.880376
QUE074,Louis Lake Brook #2 Bridge,-64.916455,43.880467
QUE075,Louis Lake Brook #3 Bridge,-64.915141,43.880803
QUE078,Port Joli Bridge,-64.897921,43.875821
QUE079,MacLeans Creek Bridge,-64.858321,43.917846
QUE081,Central Port Mouton Bridge,-64.848117,43.918517
QUE083,Wagner Brook Bridge,-64.855518,43.922302
QUE084,Summerville Centre Bridge,-64.819732,43.95519
QUE085,Hunts Point Bridge,-64.783102,43.952328
QUE087,McAlpines Brook Bridge,-64.730226,43.997425
QUE091,Old Liverpool Road Bridge,-64.753617,44.007257
QUE092,Big Guzzle Island Bridge,-64.785217,44.077402
QUE093,Canal Bridge,-64.800896,44.081316
QUE094,Great Brook Bridge,-64.847223,44.092863
QUE095,Pipeline Bridge,-64.690962,44.055106
QUE096,Solomon Brook Bridge,-64.666046,44.048272
QUE097,Eastern Shore Road Bridge,-64.590113,44.108172
QUE098,Brooklyn Shore Road Bridge,-64.639903,44.06207
QUE099,Beach Meadow Bridge,-64.637096,44.064805
QUE100,Eagle Head Bridge,-64.589799,44.073723
QUE101,Medway River Bridge,-64.640806,44.140702
